accession	strategy
RS_GCF_001597725.1	soxCD
RS_GCF_001597735.1	soxCD
RS_GCF_001598055.1	soxCD
RS_GCF_001598235.1	soxCD
RS_GCF_001618955.1	soxCD
RS_GCF_001620265.1	soxCD
RS_GCF_001623075.1	soxCD
RS_GCF_001624695.1	soxCD
RS_GCF_001633165.1	soxCD
RS_GCF_001634885.1	soxCD
RS_GCF_001641335.1	soxCD
RS_GCF_001641635.1	others
RS_GCF_001641695.1	soxCD
RS_GCF_001645185.1	soxCD
RS_GCF_001650635.1	rDsr
RS_GCF_001650875.1	soxCD
RS_GCF_001652915.1	others
RS_GCF_001659725.1	others
RS_GCF_001662875.1	soxCD
RS_GCF_001678945.1	soxCD
RS_GCF_001679925.1	soxCD
RS_GCF_001687105.1	soxCD
RS_GCF_001691415.1	soxCD
RS_GCF_001693385.1	soxCD
RS_GCF_001693485.1	soxCD
RS_GCF_001693515.2	soxCD
RS_GCF_001696535.1	soxCD
RS_GCF_001696715.1	soxCD
RS_GCF_001699815.1	others
RS_GCF_001713355.1	soxCD
RS_GCF_001713375.1	soxCD
RS_GCF_001713455.1	soxCD
RS_GCF_001713475.1	soxCD
RS_GCF_001723605.1	soxCD
RS_GCF_001746755.1	rDsr
RS_GCF_001747405.1	rDsr
RS_GCF_001748145.1	soxCD
RS_GCF_001761385.1	soxCD
RS_GCF_001854125.1	soxCD
RS_GCF_001854325.1	soxCD
RS_GCF_001870675.1	soxCD
RS_GCF_001879695.1	others
RS_GCF_001879715.1	soxCD
RS_GCF_001880325.1	soxCD
RS_GCF_001884735.1	soxCD
RS_GCF_001888185.1	soxCD
RS_GCF_001889605.1	soxCD
RS_GCF_001890925.1	soxCD
RS_GCF_001895145.1	soxCD
RS_GCF_001908185.1	soxCD
RS_GCF_001908205.1	soxCD
RS_GCF_001908235.1	others
RS_GCF_001938565.1	soxCD
RS_GCF_001940525.2	soxCD
RS_GCF_001953055.1	soxCD
RS_GCF_001953355.1	others
RS_GCF_001956695.1	soxCD
RS_GCF_001956855.1	soxCD
RS_GCF_001969385.1	soxCD
RS_GCF_001975705.1	soxCD
RS_GCF_001982635.1	others
RS_GCF_001984095.1	soxCD
RS_GCF_001999245.1	soxCD
RS_GCF_002001015.1	soxCD
RS_GCF_002001205.1	soxCD
RS_GCF_002020135.1	soxCD
RS_GCF_002020355.1	soxCD
RS_GCF_002020805.1	rDsr
RS_GCF_002028405.1	soxCD
RS_GCF_002068095.1	others
RS_GCF_002072155.1	soxCD
RS_GCF_002073975.1	soxCD
RS_GCF_002075885.1	soxCD
RS_GCF_002079305.1	soxCD
RS_GCF_002080415.1	soxCD
RS_GCF_002085925.2	soxCD
RS_GCF_002087335.1	soxCD
RS_GCF_002088275.1	soxCD
RS_GCF_002094885.1	soxCD
RS_GCF_002105285.1	soxCD
RS_GCF_002109495.1	rDsr
RS_GCF_002115725.1	soxCD
RS_GCF_002115805.1	soxCD
RS_GCF_002119765.1	soxCD
RS_GCF_002127215.1	soxCD
RS_GCF_002127265.1	soxCD
RS_GCF_002162035.1	others
RS_GCF_002179965.1	soxCD
RS_GCF_002192535.1	soxCD
RS_GCF_002192695.1	others
RS_GCF_002198735.1	rDsr
RS_GCF_002205645.1	soxCD
RS_GCF_002205845.1	soxCD
RS_GCF_002206625.1	soxCD
RS_GCF_002206635.1	soxCD
RS_GCF_002209565.1	soxCD
RS_GCF_002210095.1	soxCD
RS_GCF_002210105.1	soxCD
RS_GCF_002210165.1	soxCD
RS_GCF_002215215.1	others
RS_GCF_002220095.1	soxCD
RS_GCF_002222655.1	soxCD
RS_GCF_002224225.1	soxCD
RS_GCF_002237555.1	soxCD
RS_GCF_002237595.1	soxCD
RS_GCF_002238045.1	soxCD
RS_GCF_002245655.1	soxCD
RS_GCF_002251695.1	others
RS_GCF_002266435.2	soxCD
RS_GCF_002266465.2	soxCD
RS_GCF_002278135.2	soxCD
RS_GCF_002285415.1	soxCD
RS_GCF_002285435.1	soxCD
RS_GCF_002300555.1	soxCD
RS_GCF_002355415.1	rDsr
RS_GCF_002355735.1	rDsr
RS_GCF_002356355.1	rDsr
RS_GCF_002358085.1	soxCD
RS_GCF_002379085.1	soxCD
RS_GCF_002379095.1	soxCD
RS_GCF_002407205.1	soxCD
RS_GCF_002407245.1	soxCD
RS_GCF_002504165.1	soxCD
RS_GCF_002531575.1	soxCD
RS_GCF_002532045.1	others
RS_GCF_002563775.1	soxCD
RS_GCF_002727065.1	soxCD
RS_GCF_002744735.1	soxCD
RS_GCF_002750855.1	others
RS_GCF_002754375.1	soxCD
RS_GCF_002754475.1	soxCD
RS_GCF_002760615.1	others
RS_GCF_002760655.1	soxCD
RS_GCF_002776695.1	soxCD
RS_GCF_002778275.1	soxCD
RS_GCF_002778315.1	soxCD
RS_GCF_002778325.1	soxCD
RS_GCF_002795245.1	others
RS_GCF_002795845.1	soxCD
RS_GCF_002797575.1	soxCD
RS_GCF_002797755.1	soxCD
RS_GCF_002810445.1	soxCD
RS_GCF_002814095.1	soxCD
RS_GCF_002831585.1	others
RS_GCF_002834145.1	soxCD
RS_GCF_002837275.1	soxCD
RS_GCF_002847505.1	others
RS_GCF_002849615.1	soxCD
RS_GCF_002858765.1	others
RS_GCF_002865605.1	soxCD
RS_GCF_002866925.1	soxCD
RS_GCF_002869745.1	soxCD
RS_GCF_002871005.1	others
RS_GCF_002872475.1	soxCD
RS_GCF_002900975.1	soxCD
RS_GCF_002906165.1	soxCD
RS_GCF_002917925.1	soxCD
RS_GCF_002924445.1	soxCD
RS_GCF_002925845.1	soxCD
RS_GCF_002927635.1	soxCD
RS_GCF_002930615.1	soxCD
RS_GCF_002964845.1	soxCD
RS_GCF_002973535.1	soxCD
RS_GCF_002993025.1	soxCD
RS_GCF_003003255.1	soxCD
RS_GCF_003003355.1	soxCD
RS_GCF_003007735.2	soxCD
RS_GCF_003008515.1	soxCD
RS_GCF_003008555.2	soxCD
RS_GCF_003008575.1	soxCD
RS_GCF_003012935.1	soxCD
RS_GCF_003014615.1	soxCD
RS_GCF_003020115.1	others
RS_GCF_003020125.1	soxCD
RS_GCF_003031265.1	soxCD
RS_GCF_003034845.1	soxCD
RS_GCF_003034985.1	soxCD
RS_GCF_003034995.1	soxCD
RS_GCF_003046175.1	soxCD
RS_GCF_003046545.1	soxCD
RS_GCF_003047105.1	soxCD
RS_GCF_003050785.1	soxCD
RS_GCF_003053725.1	soxCD
RS_GCF_003053845.1	soxCD
RS_GCF_003054175.1	soxCD
RS_GCF_003054195.1	soxCD
RS_GCF_003054285.1	soxCD
RS_GCF_003054325.1	soxCD
RS_GCF_003056725.1	others
RS_GCF_003057885.1	soxCD
RS_GCF_003058085.1	soxCD
RS_GCF_003062295.1	soxCD
RS_GCF_003063265.1	soxCD
RS_GCF_003063315.1	soxCD
RS_GCF_003063335.1	soxCD
RS_GCF_003063355.1	soxCD
RS_GCF_003063415.1	soxCD
RS_GCF_003063435.1	soxCD
RS_GCF_003063455.1	soxCD
RS_GCF_003063475.1	soxCD
RS_GCF_003063505.1	soxCD
RS_GCF_003063545.1	soxCD
RS_GCF_003063575.1	soxCD
RS_GCF_003063645.1	soxCD
RS_GCF_003065365.1	soxCD
RS_GCF_003065385.1	soxCD
RS_GCF_003072125.1	soxCD
RS_GCF_003072505.1	others
RS_GCF_003075075.1	soxCD
RS_GCF_003075525.1	soxCD
RS_GCF_003111645.1	soxCD
RS_GCF_003111665.1	soxCD
RS_GCF_003111685.1	soxCD
RS_GCF_003116095.1	soxCD
RS_GCF_003129565.1	soxCD
RS_GCF_003148475.1	soxCD
RS_GCF_003148765.1	soxCD
RS_GCF_003148775.1	soxCD
RS_GCF_003172915.1	soxCD
RS_GCF_003173615.1	others
RS_GCF_003182275.1	soxCD
RS_GCF_003182595.1	rDsr
RS_GCF_003184265.1	rDsr
RS_GCF_003201815.1	soxCD
RS_GCF_003205515.1	soxCD
RS_GCF_003208435.1	soxCD
RS_GCF_003217325.1	soxCD
RS_GCF_003226535.1	soxCD
RS_GCF_003226555.1	soxCD
RS_GCF_003226565.1	soxCD
RS_GCF_003253995.1	soxCD
RS_GCF_003254465.1	soxCD
RS_GCF_003258595.1	soxCD
RS_GCF_003258835.1	rDsr
RS_GCF_003258865.1	others
RS_GCF_003259905.1	soxCD
RS_GCF_003261235.1	others
RS_GCF_003284725.1	rDsr
RS_GCF_003286075.1	soxCD
RS_GCF_003298505.1	soxCD
RS_GCF_003298775.1	soxCD
RS_GCF_003313245.1	soxCD
RS_GCF_003315345.1	soxCD
RS_GCF_003316695.1	soxCD
RS_GCF_003324485.1	soxCD
RS_GCF_003324675.1	soxCD
RS_GCF_003333265.1	soxCD
RS_GCF_003333315.1	rDsr
RS_GCF_003335585.1	soxCD
RS_GCF_003336745.1	soxCD
RS_GCF_003337555.1	soxCD
RS_GCF_003337715.1	soxCD
RS_GCF_003340565.1	soxCD
RS_GCF_003344045.1	soxCD
RS_GCF_003344785.1	soxCD
RS_GCF_003346815.1	soxCD
RS_GCF_003347515.1	both
RS_GCF_003351145.1	soxCD
RS_GCF_003352045.1	soxCD
RS_GCF_003352065.1	soxCD
RS_GCF_003352085.1	soxCD
RS_GCF_003353055.1	soxCD
RS_GCF_003355515.1	soxCD
RS_GCF_003367195.1	soxCD
RS_GCF_003385555.1	soxCD
RS_GCF_003390845.1	soxCD
RS_GCF_003402535.1	soxCD
RS_GCF_003403095.1	soxCD
RS_GCF_003417535.1	soxCD
RS_GCF_003426945.1	soxCD
RS_GCF_003432385.1	soxCD
RS_GCF_003441615.1	soxCD
RS_GCF_003443535.1	soxCD
RS_GCF_003443995.1	soxCD
RS_GCF_003544815.1	soxCD
RS_GCF_003544835.1	soxCD
RS_GCF_003544855.1	soxCD
RS_GCF_003544895.1	both
RS_GCF_003544915.1	soxCD
RS_GCF_003544935.1	soxCD
RS_GCF_003550175.1	soxCD
RS_GCF_003568845.1	soxCD
RS_GCF_003570715.1	soxCD
RS_GCF_003572205.1	others
RS_GCF_003574035.1	soxCD
RS_GCF_003574085.1	soxCD
RS_GCF_003574095.1	soxCD
RS_GCF_003574215.1	soxCD
RS_GCF_003574355.1	others
RS_GCF_003574395.1	soxCD
RS_GCF_003574675.1	both
RS_GCF_003590795.1	soxCD
RS_GCF_003590875.1	soxCD
RS_GCF_003591035.1	soxCD
RS_GCF_003591515.1	others
RS_GCF_003594815.1	soxCD
RS_GCF_003611275.1	soxCD
RS_GCF_003634965.1	soxCD
RS_GCF_003660105.1	soxCD
RS_GCF_003663885.1	soxCD
RS_GCF_003664005.1	others
RS_GCF_003667315.2	soxCD
RS_GCF_003667345.1	soxCD
RS_GCF_003667445.1	soxCD
RS_GCF_003688665.1	others
RS_GCF_003697785.1	soxCD
RS_GCF_003711205.1	soxCD
RS_GCF_003751635.1	rDsr
RS_GCF_003797765.1	soxCD
RS_GCF_003837805.1	others
RS_GCF_003843835.1	soxCD
RS_GCF_003851545.1	others
RS_GCF_003852425.1	soxCD
RS_GCF_003852535.1	soxCD
RS_GCF_003854935.1	others
RS_GCF_003858655.1	soxCD
RS_GCF_003864975.1	others
RS_GCF_003865015.1	rDsr
RS_GCF_003932505.1	rDsr
RS_GCF_003934165.1	soxCD
RS_GCF_003944755.1	soxCD
RS_GCF_003952665.1	soxCD
RS_GCF_003953935.1	soxCD
RS_GCF_003966715.1	both
RS_GCF_003967195.1	rDsr
RS_GCF_003967275.1	rDsr
RS_GCF_003970795.1	soxCD
RS_GCF_003990445.1	soxCD
RS_GCF_003990645.1	soxCD
RS_GCF_003991405.1	soxCD
RS_GCF_004000215.1	soxCD
RS_GCF_004000255.1	soxCD
RS_GCF_004000435.1	soxCD
RS_GCF_004004565.1	soxCD
RS_GCF_004005845.1	soxCD
RS_GCF_004005935.1	soxCD
RS_GCF_004006175.1	soxCD
RS_GCF_004011805.1	both
RS_GCF_004016515.1	both
RS_GCF_004054105.1	soxCD
RS_GCF_004103825.1	soxCD
RS_GCF_004114425.1	others
RS_GCF_004114535.1	soxCD
RS_GCF_004114915.1	soxCD
RS_GCF_004114935.1	others
RS_GCF_004114955.1	soxCD
RS_GCF_004114975.1	soxCD
RS_GCF_004116455.1	soxCD
RS_GCF_004116465.1	soxCD
RS_GCF_004116495.1	soxCD
RS_GCF_004116625.1	soxCD
RS_GCF_004116725.1	soxCD
RS_GCF_004118635.1	others
RS_GCF_004118855.1	soxCD
RS_GCF_004123675.1	soxCD
RS_GCF_004123845.1	soxCD
RS_GCF_004123905.1	others
RS_GCF_004137355.1	soxCD
RS_GCF_004146235.1	both
RS_GCF_004153455.1	soxCD
RS_GCF_004212635.1	others
RS_GCF_004214795.1	soxCD
RS_GCF_004214815.1	soxCD
RS_GCF_004216475.1	soxCD
RS_GCF_004216565.1	soxCD
RS_GCF_004217045.1	others
RS_GCF_004299785.2	soxCD
RS_GCF_004310345.1	soxCD
RS_GCF_004328645.1	soxCD
RS_GCF_004337445.1	rDsr
RS_GCF_004339085.1	rDsr
RS_GCF_004339675.1	soxCD
RS_GCF_004341725.1	rDsr
RS_GCF_004342065.1	soxCD
RS_GCF_004342445.1	soxCD
RS_GCF_004342485.1	soxCD
RS_GCF_004343075.1	soxCD
RS_GCF_004343505.1	soxCD
RS_GCF_004343615.1	soxCD
RS_GCF_004345735.1	soxCD
RS_GCF_004346225.1	soxCD
RS_GCF_004346685.1	rDsr
RS_GCF_004347735.1	others
RS_GCF_004348975.1	soxCD
RS_GCF_004354915.1	soxCD
RS_GCF_004358185.1	soxCD
RS_GCF_004358675.1	soxCD
RS_GCF_004360145.1	soxCD
RS_GCF_004361735.1	others
RS_GCF_004362405.1	soxCD
RS_GCF_004362525.1	soxCD
RS_GCF_004364805.1	soxCD
RS_GCF_004364935.1	soxCD
RS_GCF_004365635.1	soxCD
RS_GCF_004365965.1	soxCD
RS_GCF_004366635.1	soxCD
RS_GCF_004522155.1	others
RS_GCF_004564135.1	soxCD
RS_GCF_004570865.1	others
RS_GCF_004571025.1	others
RS_GCF_004681965.1	soxCD
RS_GCF_004681975.1	soxCD
RS_GCF_004682015.1	soxCD
RS_GCF_004684245.1	soxCD
RS_GCF_004745575.1	soxCD
RS_GCF_004761865.1	others
RS_GCF_004761875.1	soxCD
RS_GCF_004762095.1	soxCD
RS_GCF_004768545.1	soxCD
RS_GCF_004792665.1	soxCD
RS_GCF_004795855.1	soxCD
RS_GCF_004799285.1	soxCD
RS_GCF_004799325.1	soxCD
RS_GCF_004803475.1	soxCD
RS_GCF_004804275.1	soxCD
RS_GCF_004804335.1	soxCD
RS_GCF_004923315.1	soxCD
RS_GCF_004959925.1	soxCD
RS_GCF_005047655.1	soxCD
RS_GCF_005048225.1	soxCD
RS_GCF_005144885.1	soxCD
RS_GCF_005153485.1	soxCD
RS_GCF_005217605.1	others
RS_GCF_005222755.1	others
RS_GCF_005234135.1	soxCD
RS_GCF_005298175.1	soxCD
RS_GCF_005434965.1	both
RS_GCF_005503365.1	soxCD
RS_GCF_005503625.1	others
RS_GCF_005518135.1	soxCD
RS_GCF_005771405.1	soxCD
RS_GCF_005771535.1	soxCD
RS_GCF_005870025.1	others
RS_GCF_005871085.1	soxCD
RS_GCF_005871185.1	soxCD
RS_GCF_005887615.1	soxCD
RS_GCF_005937885.2	soxCD
RS_GCF_005938215.1	soxCD
RS_GCF_005938225.1	soxCD
RS_GCF_006064855.1	soxCD
RS_GCF_006125015.1	soxCD
RS_GCF_006265165.1	rDsr
RS_GCF_006351965.1	soxCD
RS_GCF_006459125.1	soxCD
RS_GCF_006483445.1	soxCD
RS_GCF_006496635.1	soxCD
RS_GCF_006517275.1	soxCD
RS_GCF_006519715.1	others
RS_GCF_006539865.1	soxCD
RS_GCF_006716865.1	soxCD
RS_GCF_006970865.1	others
RS_GCF_007004065.1	soxCD
RS_GCF_007004645.1	soxCD
RS_GCF_007004665.1	soxCD
RS_GCF_007005445.1	soxCD
RS_GCF_007018905.1	soxCD
RS_GCF_007290395.1	others
RS_GCF_007625115.1	rDsr
RS_GCF_007830515.1	soxCD
RS_GCF_007830545.1	soxCD
RS_GCF_007830635.1	others
RS_GCF_007833165.1	soxCD
RS_GCF_007922615.2	soxCD
RS_GCF_007923355.1	soxCD
RS_GCF_007923445.1	soxCD
RS_GCF_007954405.1	soxCD
RS_GCF_007992095.1	soxCD
RS_GCF_007993935.1	others
RS_GCF_007995215.1	soxCD
RS_GCF_007995245.1	soxCD
RS_GCF_007997035.1	others
RS_GCF_008017535.1	soxCD
RS_GCF_008039575.1	soxCD
RS_GCF_008039615.1	soxCD
RS_GCF_008065155.1	soxCD
RS_GCF_008085915.1	soxCD
RS_GCF_008086115.1	rDsr
RS_GCF_008107725.1	soxCD
RS_GCF_008123425.1	others
RS_GCF_008123515.1	others
RS_GCF_008123965.1	others
RS_GCF_008124525.1	soxCD
RS_GCF_008271465.1	soxCD
RS_GCF_008274805.1	soxCD
RS_GCF_008329525.1	soxCD
RS_GCF_008364685.1	soxCD
RS_GCF_008369105.1	soxCD
RS_GCF_008477545.1	soxCD
RS_GCF_008630065.1	both
RS_GCF_008630635.1	soxCD
RS_GCF_008632125.1	soxCD
RS_GCF_008641065.1	soxCD
RS_GCF_008693385.1	others
RS_GCF_008711155.1	soxCD
RS_GCF_008711285.1	soxCD
RS_GCF_008711325.1	soxCD
RS_GCF_008728195.1	soxCD
RS_GCF_008801405.1	others
RS_GCF_008801835.1	others
RS_GCF_008801915.1	soxCD
RS_GCF_008801925.2	soxCD
RS_GCF_008824185.1	soxCD
RS_GCF_008831265.1	soxCD
RS_GCF_008932115.1	others
RS_GCF_009068765.1	others
RS_GCF_009192995.1	others
RS_GCF_009208075.1	soxCD
RS_GCF_009223885.1	soxCD
RS_GCF_009296265.1	soxCD
RS_GCF_009363255.1	soxCD
RS_GCF_009363435.1	soxCD
RS_GCF_009363615.1	soxCD
RS_GCF_009363655.1	soxCD
RS_GCF_009363715.1	soxCD
RS_GCF_009363795.1	soxCD
RS_GCF_009380135.2	soxCD
RS_GCF_009380165.1	soxCD
RS_GCF_009380215.1	soxCD
RS_GCF_009469605.1	soxCD
RS_GCF_009469615.1	soxCD
RS_GCF_009469765.1	soxCD
RS_GCF_009496005.1	soxCD
RS_GCF_009498455.1	soxCD
RS_GCF_009601025.1	others
RS_GCF_009646335.1	soxCD
RS_GCF_009649175.1	soxCD
RS_GCF_009650135.1	soxCD
RS_GCF_009662475.1	others
RS_GCF_009663685.2	others
RS_GCF_009669325.1	soxCD
RS_GCF_009696685.1	soxCD
RS_GCF_009711415.1	soxCD
RS_GCF_009720655.1	rDsr
RS_GCF_009720865.1	soxCD
RS_GCF_009742725.1	soxCD
RS_GCF_009746125.1	soxCD
RS_GCF_009749525.1	soxCD
RS_GCF_009753675.1	soxCD
RS_GCF_009759665.1	others
RS_GCF_009762325.1	soxCD
RS_GCF_009765275.1	soxCD
RS_GCF_009766005.1	others
RS_GCF_009789075.1	soxCD
RS_GCF_009789575.1	soxCD
RS_GCF_009800965.1	soxCD
RS_GCF_009806555.1	soxCD
RS_GCF_009811755.1	soxCD
RS_GCF_009826895.1	soxCD
RS_GCF_009830125.1	soxCD
RS_GCF_009835145.1	soxCD
RS_GCF_009857595.1	soxCD
RS_GCF_009857745.1	soxCD
RS_GCF_009857885.1	soxCD
RS_GCF_009859475.1	soxCD
RS_GCF_009866965.1	soxCD
RS_GCF_009882975.1	soxCD
RS_GCF_009904055.1	soxCD
RS_GCF_009908165.1	soxCD
RS_GCF_009908265.2	soxCD
RS_GCF_009910365.1	soxCD
RS_GCF_009930815.1	soxCD
RS_GCF_009937955.1	soxCD
RS_GCF_009937975.1	soxCD
RS_GCF_009937995.1	others
RS_GCF_009938015.1	others
RS_GCF_010104355.1	soxCD
RS_GCF_010500215.1	soxCD
RS_GCF_010500245.1	both
RS_GCF_010500815.1	soxCD
RS_GCF_010500835.1	soxCD
RS_GCF_010667575.1	soxCD
RS_GCF_010811875.1	others
RS_GCF_010907035.1	soxCD
RS_GCF_010983895.1	soxCD
RS_GCF_011006175.1	others
RS_GCF_011040495.1	soxCD
RS_GCF_011059185.1	soxCD
RS_GCF_011174775.1	soxCD
RS_GCF_011305535.1	soxCD
RS_GCF_011305995.1	soxCD
RS_GCF_011308835.1	soxCD
RS_GCF_011388215.1	soxCD
RS_GCF_011516635.5	others
RS_GCF_011516645.4	others
RS_GCF_011601345.1	soxCD
RS_GCF_011602485.1	others
RS_GCF_011682045.1	soxCD
RS_GCF_011682065.1	soxCD
RS_GCF_011682145.1	soxCD
RS_GCF_011682175.1	soxCD
RS_GCF_011683915.1	soxCD
RS_GCF_011764485.1	soxCD
RS_GCF_011764585.1	rDsr
RS_GCF_011806455.1	soxCD
RS_GCF_011806525.1	soxCD
RS_GCF_011806565.1	soxCD
RS_GCF_011813015.1	soxCD
RS_GCF_012184415.1	both
RS_GCF_012395815.1	soxCD
RS_GCF_012844455.2	soxCD
RS_GCF_012848475.1	soxCD
RS_GCF_012911025.1	others
RS_GCF_012926505.1	soxCD
RS_GCF_012928505.1	others
RS_GCF_012932215.1	soxCD
RS_GCF_013003965.1	soxCD
RS_GCF_013003985.1	soxCD
RS_GCF_013004065.1	soxCD
RS_GCF_013030985.1	soxCD
RS_GCF_013031245.1	soxCD
RS_GCF_013031405.1	soxCD
RS_GCF_013033355.1	soxCD
RS_GCF_013035425.1	soxCD
RS_GCF_013087525.1	soxCD
RS_GCF_013093415.1	soxCD
RS_GCF_013111185.1	soxCD
RS_GCF_013114825.1	soxCD
RS_GCF_013114835.1	soxCD
RS_GCF_013116765.2	soxCD
RS_GCF_013141915.1	soxCD
RS_GCF_013177635.1	soxCD
RS_GCF_013177675.1	soxCD
RS_GCF_013178945.1	soxCD
RS_GCF_013179285.1	soxCD
RS_GCF_013184745.1	soxCD
RS_GCF_013184805.1	soxCD
RS_GCF_013201625.1	soxCD
RS_GCF_013201665.1	soxCD
RS_GCF_013201705.1	soxCD
RS_GCF_013201725.1	soxCD
RS_GCF_013201825.1	soxCD
RS_GCF_013201935.1	soxCD
RS_GCF_013266695.1	soxCD
RS_GCF_013266755.1	soxCD
RS_GCF_013267355.1	soxCD
RS_GCF_013282155.1	soxCD
RS_GCF_013283835.1	soxCD
RS_GCF_013307225.1	soxCD
RS_GCF_013307245.1	soxCD
RS_GCF_013314895.1	soxCD
RS_GCF_013334205.1	both
RS_GCF_013343005.1	rDsr
RS_GCF_013346665.1	soxCD
RS_GCF_013358405.1	soxCD
RS_GCF_013359755.1	soxCD
RS_GCF_013372265.1	soxCD
RS_GCF_013373795.3	soxCD
RS_GCF_013377535.1	soxCD
RS_GCF_013387465.1	both
RS_GCF_013410775.1	soxCD
RS_GCF_013415845.1	soxCD
RS_GCF_013423485.1	soxCD
RS_GCF_013423955.1	soxCD
RS_GCF_013426975.1	soxCD
RS_GCF_013626205.1	soxCD
RS_GCF_013868415.1	others
RS_GCF_014042345.1	soxCD
RS_GCF_014042355.1	soxCD
RS_GCF_014042365.1	soxCD
RS_GCF_014076415.1	soxCD
RS_GCF_014126615.1	soxCD
RS_GCF_014145335.1	soxCD
RS_GCF_014170335.1	soxCD
RS_GCF_014195545.1	soxCD
RS_GCF_014196795.1	soxCD
RS_GCF_014196805.1	soxCD
RS_GCF_014196845.1	soxCD
RS_GCF_014196965.1	soxCD
RS_GCF_014197795.1	others
RS_GCF_014197855.1	others
RS_GCF_014197915.1	others
RS_GCF_014198245.1	others
RS_GCF_014199265.1	soxCD
RS_GCF_014199985.1	soxCD
RS_GCF_014201615.1	soxCD
RS_GCF_014201905.1	soxCD
RS_GCF_014202215.1	soxCD
RS_GCF_014203115.1	soxCD
RS_GCF_014207855.1	soxCD
RS_GCF_014252955.1	soxCD
RS_GCF_014284125.1	soxCD
RS_GCF_014284335.1	soxCD
RS_GCF_014297445.1	soxCD
RS_GCF_014297465.1	soxCD
RS_GCF_014302995.1	soxCD
RS_GCF_014337925.1	soxCD
RS_GCF_014352935.1	soxCD
RS_GCF_014395975.1	soxCD
RS_GCF_014489115.1	soxCD
RS_GCF_014489535.1	soxCD
RS_GCF_014489595.1	soxCD
RS_GCF_014495845.1	soxCD
RS_GCF_014529705.1	others
RS_GCF_014635285.1	soxCD
RS_GCF_014636315.1	soxCD
RS_GCF_014637725.1	soxCD
RS_GCF_014640115.1	rDsr
RS_GCF_014641715.1	soxCD
RS_GCF_014643735.1	soxCD
RS_GCF_014644535.1	others
RS_GCF_014645695.1	soxCD
RS_GCF_014651375.1	soxCD
RS_GCF_014651595.1	soxCD
RS_GCF_014652915.1	soxCD
RS_GCF_014656375.1	soxCD
RS_GCF_014692675.1	soxCD
RS_GCF_014705705.1	soxCD
RS_GCF_014763045.1	soxCD
RS_GCF_014842915.1	soxCD
RS_GCF_014842925.1	soxCD
RS_GCF_014844135.1	others
RS_GCF_014845115.1	soxCD
RS_GCF_014884385.1	soxCD
RS_GCF_014901205.1	soxCD
RS_GCF_014904705.1	soxCD
RS_GCF_014904735.1	soxCD
RS_GCF_014904745.1	soxCD
RS_GCF_014904795.1	soxCD
RS_GCF_014905095.1	others
RS_GCF_014905115.1	others
RS_GCF_014905135.1	others
RS_GCF_014925385.1	soxCD
RS_GCF_014931715.1	others
RS_GCF_015070875.1	soxCD
RS_GCF_015100155.1	others
RS_GCF_015159745.1	soxCD
RS_GCF_015209595.1	soxCD
RS_GCF_015220045.1	soxCD
RS_GCF_015223355.1	soxCD
RS_GCF_015265455.1	others
RS_GCF_015265475.1	others
RS_GCF_015291625.1	others
RS_GCF_015291645.1	soxCD
RS_GCF_015291665.1	soxCD
RS_GCF_015291705.1	others
RS_GCF_015291725.1	others
RS_GCF_015291745.1	soxCD
RS_GCF_015354245.1	soxCD
RS_GCF_015624425.1	soxCD
RS_GCF_015624485.1	others
RS_GCF_015624505.1	others
RS_GCF_015644665.1	soxCD
RS_GCF_015645465.1	soxCD
RS_GCF_015689335.1	soxCD
RS_GCF_015831345.1	soxCD
RS_GCF_015999335.1	soxCD
RS_GCF_016019955.1	soxCD
RS_GCF_016031625.1	others
RS_GCF_016031635.1	others
RS_GCF_016031655.1	others
RS_GCF_016093275.1	soxCD
RS_GCF_016106035.1	soxCD
RS_GCF_016307205.1	soxCD
RS_GCF_016428585.1	soxCD
RS_GCF_016428915.1	soxCD
RS_GCF_016429285.1	others
RS_GCF_016466415.2	others
RS_GCF_016584055.1	rDsr
RS_GCF_016592435.1	soxCD
RS_GCF_016592555.1	soxCD
RS_GCF_016595245.1	soxCD
RS_GCF_016599855.1	others
RS_GCF_016612535.1	others
RS_GCF_016616235.1	others
RS_GCF_016616425.1	others
RS_GCF_016616885.1	others
RS_GCF_016617615.1	others
RS_GCF_016623495.1	soxCD
RS_GCF_016629565.1	others
RS_GCF_016641735.1	soxCD
RS_GCF_016654015.1	soxCD
RS_GCF_016722895.1	soxCD
RS_GCF_016765655.2	soxCD
RS_GCF_016765775.1	soxCD
RS_GCF_016801775.1	soxCD
RS_GCF_016806125.1	soxCD
RS_GCF_016806835.2	soxCD
RS_GCF_016807805.1	soxCD
RS_GCF_016809835.1	soxCD
RS_GCF_016820245.1	soxCD
RS_GCF_016864195.1	soxCD
RS_GCF_016888515.1	soxCD
RS_GCF_016894385.1	soxCD
RS_GCF_016907975.1	soxCD
RS_GCF_016918935.1	soxCD
RS_GCF_017183135.1	soxCD
RS_GCF_017301335.1	soxCD
RS_GCF_017309185.1	soxCD
RS_GCF_017309585.1	soxCD
RS_GCF_017311415.1	soxCD
RS_GCF_017315735.1	soxCD
RS_GCF_017357825.1	others
RS_GCF_017497985.1	soxCD
RS_GCF_017498525.1	soxCD
RS_GCF_017743885.1	soxCD
RS_GCF_017744015.1	soxCD
RS_GCF_017776525.1	soxCD
RS_GCF_017795745.1	both
