accession	Oxygen	pH	Salinity	Temperature
RS_GCF_004348975.1	aerobe	7.516716441	3.028555284	27.39926187
RS_GCF_004354915.1	aerobe	7.553241887	3.685030739	26.98186142
RS_GCF_004358185.1	aerobe	7.460811931	3.514148764	30.18742655
RS_GCF_004358675.1	aerobe	7.691214213	1.995758439	23.60079318
RS_GCF_004360145.1	aerobe	7.431653511	3.574326535	30.07378925
RS_GCF_004362525.1	aerobe	7.474339793	0	23.49720409
RS_GCF_004366635.1	aerobe	8.32952409	4.487156749	27.55941483
RS_GCF_004522155.1	aerobe	7.400060336	1.44357575	31.50765064
RS_GCF_004564135.1	anaerobe	6.590149286	4.098647598	29.65111931
RS_GCF_004570865.1	aerobe	6.996055687	0.142878995	31.54383456
RS_GCF_004571025.1	aerobe	6.962494205	0.076740792	29.58352724
RS_GCF_004681965.1	aerobe	7.180438452	1.276125911	37.00072084
RS_GCF_004681975.1	aerobe	6.741406187	0	30.13718535
RS_GCF_004682015.1	aerobe	7.187074774	1.420165769	39.17094067
RS_GCF_004684245.1	aerobe	7.147107533	0	66.54604258
RS_GCF_004745575.1	aerobe	7.862820448	0.605753703	24.1552093
RS_GCF_004761865.1	aerobe	7.951931009	1.337968347	44.60621838
RS_GCF_004762095.1	aerobe	7.883640872	0	36.1534623
RS_GCF_004768545.1	aerobe	6.756779469	0.198637804	33.95198358
RS_GCF_004792665.1	aerobe	8.006050246	6.285654718	33.27761514
RS_GCF_004795855.1	aerobe	7.324181896	0	23.63964053
RS_GCF_004799285.1	aerobe	7.307706199	1.01959343	30.60279739
RS_GCF_004799325.1	aerobe	7.234164068	2.893744564	28.63396377
RS_GCF_004803475.1	aerobe	7.723781036	4.009706057	26.68899278
RS_GCF_004804275.1	aerobe	6.32890349	1.831944141	29.23313324
RS_GCF_004804335.1	aerobe	7.914001441	2.793848991	26.64730525
RS_GCF_004923315.1	aerobe	6.748503539	1.561254771	29.09665803
RS_GCF_004959925.1	aerobe	7.383334023	4.545861524	24.94629306
RS_GCF_005047655.1	aerobe	6.916303201	1.195428813	32.86362528
RS_GCF_005048225.1	aerobe	8.291143985	1.840466381	23.28503318
RS_GCF_005144885.1	aerobe	7.745991335	0.481214818	30.6858521
RS_GCF_005153485.1	aerobe	6.635127943	0.953672822	35.83650525
RS_GCF_005217605.1	anaerobe	6.789303423	2.893976103	31.84710259
RS_GCF_005222755.1	aerobe	7.88247326	0	32.87564724
RS_GCF_005234135.1	aerobe	7.869698089	1.335665581	21.62286849
RS_GCF_005298175.1	aerobe	7.951622841	5.856542404	32.17590984
RS_GCF_005434965.1	aerobe	7.42737703	4.100400012	34.20916751
RS_GCF_005503365.1	aerobe	7.030951062	0.994826624	28.21246961
RS_GCF_005503625.1	aerobe	6.413936838	0.048855476	29.34952173
RS_GCF_005518135.1	aerobe	7.529995379	3.524515948	24.14078877
RS_GCF_005771405.1	aerobe	7.671438768	3.431121945	22.73471957
RS_GCF_005771535.1	anaerobe	6.892114787	3.828959651	31.0196126
RS_GCF_005870025.1	aerobe	7.858694906	1.770821616	29.50056851
RS_GCF_005871185.1	aerobe	7.685098715	0.389507271	21.94323565
RS_GCF_005887615.1	aerobe	7.874916575	3.570876501	26.0928849
RS_GCF_005937885.2	aerobe	6.684168498	0.158425543	28.92696898
RS_GCF_005938215.1	aerobe	7.545397137	3.971420943	33.29945059
RS_GCF_005938225.1	aerobe	7.635972223	4.255676432	23.79192938
RS_GCF_006064855.1	aerobe	7.555579275	3.835890137	22.59807941
RS_GCF_006125015.1	aerobe	7.80147232	3.218077408	22.80411403
RS_GCF_006265165.1	anaerobe	6.771639177	0.561728989	33.76974922
RS_GCF_006351965.1	aerobe	7.855763925	2.866144249	29.7732125
RS_GCF_006459125.1	aerobe	7.228887139	3.451423808	35.38857698
RS_GCF_006483445.1	aerobe	6.853426046	0.050906651	31.07711062
RS_GCF_006496635.1	aerobe	6.945035643	0.472664618	31.78821784
RS_GCF_006517275.1	aerobe	7.679974952	3.532990806	23.84258163
RS_GCF_006519715.1	facultative	7.065618629	0	24.15689527
RS_GCF_006970865.1	aerobe	6.395355168	0	30.16689898
RS_GCF_007004065.1	aerobe	8.000378448	4.533867719	26.65431376
RS_GCF_007004645.1	aerobe	7.348927712	3.409713604	26.81959127
RS_GCF_007004665.1	aerobe	7.810537739	3.674557837	27.9122316
RS_GCF_007005445.1	facultative	6.668842151	0.914938932	31.4317304
RS_GCF_007018905.1	aerobe	6.849586459	0.292915106	27.3178021
RS_GCF_007290395.1	aerobe	6.773929175	0.080835455	30.04033601
RS_GCF_007625115.1	anaerobe	7.142049479	4.003303944	31.04370038
RS_GCF_007833165.1	aerobe	7.366051046	0	30.41018495
RS_GCF_007922615.2	aerobe	7.443246308	2.829802766	31.27940031
RS_GCF_007923355.1	aerobe	7.709564225	3.783318567	24.32188248
RS_GCF_007923445.1	aerobe	7.767964383	2.654684794	22.9097479
RS_GCF_007954405.1	aerobe	7.314402889	0.049133726	29.30348047
RS_GCF_007992095.1	aerobe	7.602291096	1.223898598	31.39192131
RS_GCF_007995215.1	aerobe	8.0927076	4.233918394	25.94662994
RS_GCF_007995245.1	aerobe	8.178970903	3.816541648	25.00570144
RS_GCF_007997035.1	aerobe	6.608901191	1.072338866	29.77698996
RS_GCF_008017535.1	aerobe	7.136984526	1.042862926	31.72927426
RS_GCF_008039575.1	aerobe	7.415726222	0.715586924	42.67470187
RS_GCF_008039615.1	aerobe	6.897215898	0.634696476	35.46082523
RS_GCF_008065155.1	aerobe	8.067898733	3.126112821	24.85297692
RS_GCF_008085915.1	aerobe	8.005413729	2.465703519	20.2102133
RS_GCF_008086115.1	aerobe	7.362503222	2.296476823	31.67537222
RS_GCF_008107725.1	anaerobe	7.835012718	5.332047223	33.51180157
RS_GCF_008123425.1	aerobe	6.870016617	0.435214154	28.30205534
RS_GCF_008123515.1	aerobe	6.909095622	0.387473568	29.14884703
RS_GCF_008123965.1	aerobe	6.940191974	0.660027179	31.32865727
RS_GCF_008124525.1	aerobe	7.523749554	0.052953441	48.6556705
RS_GCF_008271465.1	aerobe	7.997825402	0	36.19018584
RS_GCF_008274805.1	aerobe	6.525964126	0.23024365	31.94590008
RS_GCF_008329525.1	aerobe	6.728836779	0.217015408	28.35445806
RS_GCF_008364685.1	aerobe	6.77924659	0	32.37271847
RS_GCF_008477545.1	aerobe	7.570449591	2.51875788	21.76798857
RS_GCF_008630065.1	facultative	7.002838125	1.296937066	35.90983919
RS_GCF_008630635.1	aerobe	7.638452492	3.173707152	27.68153667
RS_GCF_008632125.1	aerobe	7.064292146	1.284697222	35.27029065
RS_GCF_008641065.1	aerobe	7.401071356	0.217196422	34.7534934
RS_GCF_008693385.1	aerobe	6.22276652	0	31.03190019
RS_GCF_008711155.1	aerobe	6.68986056	0.733597669	30.11076627
RS_GCF_008711285.1	aerobe	7.879043031	2.053606524	26.68900756
RS_GCF_008711325.1	aerobe	7.681186483	2.971742908	26.72463584
RS_GCF_008728195.1	aerobe	7.778702559	5.811346442	30.6053453
RS_GCF_008801405.1	aerobe	6.371576327	0.56587097	30.59708953
RS_GCF_008801835.1	aerobe	6.271359572	0.287381833	31.57807887
RS_GCF_008801925.2	aerobe	6.526744293	0	30.32134666
RS_GCF_008824185.1	aerobe	7.72366476	1.704923767	34.75992093
RS_GCF_008831265.1	aerobe	6.814769734	0.033433914	27.83658227
RS_GCF_008932115.1	aerobe	6.666229201	0.465705658	30.90167077
RS_GCF_009068765.1	aerobe	6.346222471	3.035331364	33.6567026
RS_GCF_009192995.1	aerobe	6.045991166	3.124645226	36.09466711
RS_GCF_009208075.1	aerobe	6.847133705	3.657548855	28.86402714
RS_GCF_009223885.1	aerobe	6.879837603	0	36.28252316
RS_GCF_009296265.1	aerobe	6.842871339	2.874716127	28.31341721
RS_GCF_009363255.1	aerobe	8.138471392	3.819573577	28.86985014
RS_GCF_009363435.1	aerobe	7.876275824	3.551156361	25.30833249
RS_GCF_009363615.1	aerobe	7.727627365	3.841353192	30.4834433
RS_GCF_009363655.1	aerobe	7.806226459	5.406368005	27.8811747
RS_GCF_009363715.1	aerobe	7.903754389	5.430480132	27.06446958
RS_GCF_009363795.1	aerobe	7.691103336	4.659717268	23.9490997
RS_GCF_009380135.2	aerobe	8.03812572	0	23.18803319
RS_GCF_009380165.1	aerobe	6.726258321	0	24.90863837
RS_GCF_009380215.1	aerobe	6.746016962	0	24.19247297
RS_GCF_009469605.1	aerobe	6.736023174	0.810436369	27.86978581
RS_GCF_009469615.1	aerobe	6.731853643	0	34.4168081
RS_GCF_009469765.1	aerobe	6.770011911	0.552042621	27.98516994
RS_GCF_009496005.1	aerobe	7.758966393	3.21385057	24.03131532
RS_GCF_009498455.1	aerobe	7.152531923	0	23.95752281
RS_GCF_009601025.1	aerobe	7.47508905	3.316979026	32.35798921
RS_GCF_009649175.1	aerobe	7.930565974	1.706573384	31.01176951
RS_GCF_009650135.1	anaerobe	7.455835464	2.252373874	24.62646629
RS_GCF_009663685.2	aerobe	6.326385923	0.230019516	31.60435161
RS_GCF_009669325.1	aerobe	7.661954182	5.425374531	32.38078435
RS_GCF_009696685.1	aerobe	7.594851069	2.221389803	34.98231727
RS_GCF_009711415.1	aerobe	7.842725418	2.977918152	25.96147527
RS_GCF_009720865.1	aerobe	6.779424225	0	22.14280461
RS_GCF_009742725.1	aerobe	7.512149702	2.637549708	30.57026915
RS_GCF_009746125.1	aerobe	7.053204077	0	27.20985526
RS_GCF_009749525.1	aerobe	7.596706334	3.917678041	32.5148003
RS_GCF_009753675.1	aerobe	7.720914098	3.668800225	21.96446301
RS_GCF_009759665.1	aerobe	6.850540398	0.177429843	30.69383122
RS_GCF_009762325.1	aerobe	7.557950931	3.925858199	31.3626134
RS_GCF_009765275.1	aerobe	7.477548441	2.805186473	26.25830228
RS_GCF_009766005.1	aerobe	6.594397452	0	27.47906616
RS_GCF_009789075.1	aerobe	7.534816568	2.739323815	23.66477975
RS_GCF_009789575.1	aerobe	7.721082418	2.766666421	28.20162356
RS_GCF_009800965.1	aerobe	6.971417503	1.529791913	30.72064642
RS_GCF_009806555.1	aerobe	6.735537573	0.473706916	31.93538601
RS_GCF_009811755.1	aerobe	8.18554457	3.231037367	25.75127611
RS_GCF_009826895.1	aerobe	7.618744195	3.72588732	35.16050459
RS_GCF_009830125.1	aerobe	7.929379583	4.195126394	31.39339282
RS_GCF_009835145.1	aerobe	7.965490622	3.570039734	24.60563197
RS_GCF_009857595.1	aerobe	6.761404646	0	23.85944167
RS_GCF_009857745.1	aerobe	7.350736368	3.557253889	27.99168569
RS_GCF_009857885.1	aerobe	6.760515124	0.422632978	30.48351625
RS_GCF_009859475.1	aerobe	6.865692542	0.595142057	29.9162051
RS_GCF_009866965.1	aerobe	7.13212153	1.820778179	41.20615521
RS_GCF_009882975.1	aerobe	7.424729848	5.313686233	33.34964631
RS_GCF_009904055.1	aerobe	7.828968485	1.578312322	40.05419535
RS_GCF_009908165.1	aerobe	7.83773695	0.072626185	25.92907211
RS_GCF_009908265.2	aerobe	7.903057482	0.530017217	27.45964378
RS_GCF_009910365.1	aerobe	7.63740031	3.214806396	29.61560126
RS_GCF_009930815.1	aerobe	7.036210461	0.570413415	32.8214594
RS_GCF_009937955.1	aerobe	7.041089828	0.085103762	21.04992333
RS_GCF_009937975.1	aerobe	6.986325893	0.062885388	21.34445272
RS_GCF_009937995.1	aerobe	5.643405203	0.357984985	23.38489902
RS_GCF_010104355.1	aerobe	7.439386936	0	27.95586805
RS_GCF_010500215.1	aerobe	7.335835953	3.419022681	29.38832101
RS_GCF_010500245.1	aerobe	7.619127916	3.583596107	28.87387422
RS_GCF_010500815.1	aerobe	7.283627939	2.01483354	28.92067916
RS_GCF_010667575.1	aerobe	7.877890474	3.904553645	27.35533622
RS_GCF_010811875.1	aerobe	6.797236512	0.512490113	30.98151176
RS_GCF_010907035.1	facultative	6.590666064	0.556460907	29.01471982
RS_GCF_010983895.1	aerobe	6.492187222	2.208369289	31.5455359
RS_GCF_011006175.1	anaerobe	6.546167161	0.1951642	75.20971242
RS_GCF_011040495.1	aerobe	7.701112618	4.028045372	26.77029355
RS_GCF_011059185.1	aerobe	7.78023175	0.019202703	30.14368134
RS_GCF_011174775.1	aerobe	7.909164627	0	34.81459854
RS_GCF_011305535.1	aerobe	6.721786622	0	28.01016835
RS_GCF_011305995.1	aerobe	6.748151421	0	29.2194871
RS_GCF_011308835.1	aerobe	7.885356062	2.360761686	30.94663731
RS_GCF_011388215.1	aerobe	7.335573024	0.776868136	32.94705182
RS_GCF_011516635.5	aerobe	6.993562349	0.525748516	31.27824038
RS_GCF_011516645.4	aerobe	6.911897856	0.362619516	30.94821816
RS_GCF_011601345.1	aerobe	7.699374553	5.540332549	28.11355362
RS_GCF_011602485.1	aerobe	6.789193589	0.532283146	30.61189983
RS_GCF_011682045.1	aerobe	6.825840387	0	21.54012188
RS_GCF_011682065.1	aerobe	6.878321265	0	21.80692951
RS_GCF_011682145.1	aerobe	6.907744011	0	21.20555349
RS_GCF_011682175.1	aerobe	6.786157664	0	21.26154036
RS_GCF_011764485.1	facultative	7.426282883	1.159607551	34.36498266
RS_GCF_011764585.1	aerobe	6.101383465	0.852366463	30.43134444
RS_GCF_011806455.1	aerobe	7.254114366	2.973244104	30.08768721
RS_GCF_011806525.1	aerobe	7.296291773	3.774845021	26.70373559
RS_GCF_011806565.1	aerobe	7.790395306	3.558091878	28.63364825
RS_GCF_011813015.1	aerobe	7.612581131	4.376528827	24.52711336
RS_GCF_012184415.1	aerobe	7.214062343	0.528948566	34.46788444
RS_GCF_012395815.1	aerobe	7.885183048	1.069558341	33.26610596
RS_GCF_012844455.2	aerobe	7.188118263	1.148263383	24.78079625
RS_GCF_012848475.1	aerobe	7.099521033	2.476741144	27.77187513
RS_GCF_012911025.1	aerobe	6.973659168	0.7287004	29.37549527
RS_GCF_012928505.1	aerobe	7.034114098	0.150238465	30.00280267
RS_GCF_012932215.1	aerobe	8.004690664	3.271873861	28.44662769
RS_GCF_013003965.1	aerobe	6.876823079	0	33.46821269
RS_GCF_013003985.1	aerobe	6.708629226	0	35.12564795
RS_GCF_013004065.1	aerobe	7.658327934	0.392362199	21.90443171
RS_GCF_013030985.1	aerobe	7.746295779	3.945974539	29.62231266
RS_GCF_013031245.1	aerobe	7.863385602	4.168657301	29.66502332
RS_GCF_013031405.1	aerobe	7.914956922	3.899490643	29.69529899
RS_GCF_013033355.1	aerobe	7.976027102	3.775066153	26.68671506
RS_GCF_013035425.1	aerobe	8.032742217	3.163608837	27.53047587
RS_GCF_013087525.1	aerobe	7.451170499	0.790742261	35.24936324
RS_GCF_013093415.1	aerobe	7.641750393	2.915389468	32.21798736
RS_GCF_013111185.1	aerobe	7.826107752	3.972872216	29.31953108
RS_GCF_013114825.1	aerobe	6.916184625	0.249791521	33.47773468
RS_GCF_013114835.1	aerobe	7.001657224	0.675083881	32.89887968
RS_GCF_013116765.2	aerobe	6.925800903	0.183549583	30.71117999
RS_GCF_013141915.1	aerobe	6.637179056	0.046114572	31.71044055
RS_GCF_013177635.1	aerobe	7.090407266	2.734140018	30.65164967
RS_GCF_013177675.1	aerobe	7.032188202	2.983946477	27.70894822
RS_GCF_013178945.1	aerobe	6.820878207	0.433196025	31.12818851
RS_GCF_013179285.1	aerobe	8.117946222	3.803687387	28.39941168
RS_GCF_013184745.1	aerobe	7.522250241	1.523292145	28.90220991
RS_GCF_013184805.1	aerobe	7.744020972	3.563796464	32.4812078
RS_GCF_013201625.1	aerobe	7.261810643	2.583046044	27.33281781
RS_GCF_013201665.1	aerobe	7.068472463	3.170858202	25.06646497
RS_GCF_013201705.1	aerobe	7.1791244	2.288176828	27.51650178
RS_GCF_013201725.1	aerobe	7.050014563	2.92971814	29.16916522
RS_GCF_013201825.1	anaerobe	7.01972665	2.990350728	31.72451663
RS_GCF_013201935.1	aerobe	7.114462643	2.869788293	27.82640854
RS_GCF_013266695.1	aerobe	7.680775783	3.494599306	35.12108565
RS_GCF_013266755.1	facultative	7.3365218	0.331910338	28.74808616
RS_GCF_013267355.1	aerobe	6.927547874	0.233528262	29.45555443
RS_GCF_013282155.1	aerobe	7.51648777	1.950602358	23.85471689
RS_GCF_013283835.1	aerobe	6.470492258	5.175755589	24.88127808
RS_GCF_013307225.1	aerobe	5.667703351	0	32.40478917
RS_GCF_013307245.1	facultative	6.558521919	0	30.18211025
RS_GCF_013314895.1	aerobe	6.956410293	1.408410781	34.98447172
RS_GCF_013334205.1	aerobe	6.897067197	0.586792944	33.53165974
RS_GCF_013343005.1	aerobe	7.318109438	5.615599788	27.82618655
RS_GCF_013346665.1	aerobe	7.851579647	4.304140033	26.17724187
RS_GCF_013358405.1	aerobe	7.65543476	3.20266449	35.56611037
RS_GCF_013359755.1	aerobe	6.757100739	0.574872568	28.25178389
RS_GCF_013372265.1	aerobe	7.410968567	2.325781161	26.53994364
RS_GCF_013373795.3	aerobe	6.759745241	0.235777671	30.67070057
RS_GCF_013377535.1	aerobe	7.422236701	2.584780246	25.91172143
RS_GCF_013387465.1	aerobe	7.110212675	1.390507674	27.79347356
RS_GCF_013410775.1	facultative	7.327909013	0.461599321	25.5293753
RS_GCF_013423485.1	aerobe	7.134656078	2.063376795	31.42538434
RS_GCF_013423955.1	aerobe	7.667067545	1.543624278	33.61568152
RS_GCF_013426975.1	facultative	7.597182196	0.618905587	33.67390893
RS_GCF_013626205.1	aerobe	6.914889667	2.005906258	25.52701229
RS_GCF_013868415.1	aerobe	7.782821686	5.88742601	35.6738029
RS_GCF_014042345.1	aerobe	6.635547029	0	28.05791912
RS_GCF_014042355.1	facultative	6.436215003	0	22.86153491
RS_GCF_014042365.1	facultative	6.655502796	0	26.96215123
RS_GCF_014076415.1	aerobe	7.057782589	0.041115834	25.88616293
RS_GCF_014126615.1	aerobe	7.492011776	2.056618275	32.17031901
RS_GCF_014145335.1	facultative	7.226054199	0	32.96702016
RS_GCF_014170335.1	aerobe	6.977783609	0	29.6887272
RS_GCF_014195545.1	aerobe	7.941555559	3.291462525	28.35553977
RS_GCF_014197795.1	aerobe	7.661433198	2.690681731	31.81237916
RS_GCF_014197855.1	aerobe	7.357346582	3.531010112	29.58212587
RS_GCF_014197915.1	aerobe	7.727745027	3.746551044	29.64382839
RS_GCF_014203115.1	aerobe	6.817431292	0.646579465	31.74462512
RS_GCF_014207855.1	aerobe	6.896747027	0	27.00922375
RS_GCF_014252955.1	aerobe	7.74598975	2.840885137	28.35036038
RS_GCF_014284125.1	aerobe	6.93245815	0.130500816	22.24825115
RS_GCF_014284335.1	aerobe	6.926708846	0.273927297	19.60254345
RS_GCF_014297445.1	aerobe	6.792956426	0.292185147	32.05413282
RS_GCF_014297465.1	aerobe	6.71247813	0.806405999	35.74803636
RS_GCF_014302995.1	aerobe	6.963217412	0	24.31873155
RS_GCF_014337925.1	aerobe	7.899287722	2.60627629	23.85737544
RS_GCF_014352935.1	aerobe	6.946231623	3.493579894	27.90482173
RS_GCF_014395975.1	aerobe	6.868009002	0	27.6818953
RS_GCF_014489115.1	aerobe	7.318325057	2.115549149	34.2585443
RS_GCF_014489535.1	aerobe	6.946518338	0	28.1881201
RS_GCF_014489595.1	aerobe	7.074764893	0.136359934	32.32377431
RS_GCF_014495845.1	aerobe	7.56534701	1.426353749	32.26142823
RS_GCF_014529705.1	aerobe	6.727082268	0	28.98792624
RS_GCF_014692675.1	aerobe	7.057570212	2.78103052	29.88450645
RS_GCF_014705705.1	aerobe	7.126401286	1.785142714	26.75697889
RS_GCF_014763045.1	aerobe	7.900770993	3.780583912	25.49044084
RS_GCF_014842915.1	aerobe	7.480310234	2.005861036	24.54629732
RS_GCF_014842925.1	aerobe	7.852306197	2.926028657	23.72754877
RS_GCF_014844135.1	aerobe	7.077510655	2.191332066	24.27596839
RS_GCF_014845115.1	aerobe	7.037985119	1.489258503	29.64730328
RS_GCF_014884385.1	aerobe	7.769177117	3.872749074	28.78858077
RS_GCF_014901205.1	aerobe	7.752075792	3.458683653	26.80331363
RS_GCF_014904705.1	aerobe	7.334226504	4.103250674	29.21369538
RS_GCF_014904735.1	aerobe	6.90264107	3.858981985	34.86945803
RS_GCF_014904745.1	aerobe	7.028530114	3.227700711	32.12205295
RS_GCF_014904795.1	aerobe	7.194789038	4.272614662	27.7563506
RS_GCF_014905095.1	aerobe	6.592642532	4.162910961	30.82972636
RS_GCF_014905115.1	aerobe	6.328865917	3.457674268	35.32887166
RS_GCF_014905135.1	aerobe	6.433895045	3.24737509	33.14685009
RS_GCF_014925385.1	aerobe	7.587545845	3.164202847	35.58185544
RS_GCF_014931715.1	anaerobe	6.940342739	2.359740546	43.96729705
RS_GCF_015070875.1	aerobe	7.33560797	0.706187947	35.95273302
RS_GCF_015100155.1	aerobe	4.110028458	0.579576894	33.63656989
RS_GCF_015159745.1	aerobe	6.685117688	0	32.19637345
RS_GCF_015209595.1	aerobe	7.412497664	5.059403489	27.70385128
RS_GCF_015220045.1	aerobe	7.754704966	3.640028591	28.00703008
RS_GCF_015223355.1	aerobe	7.756436192	2.592178315	27.2699923
RS_GCF_015265455.1	aerobe	6.676262758	3.33046313	26.59594009
RS_GCF_015265475.1	aerobe	6.442303543	2.984333226	30.17748142
RS_GCF_015291625.1	aerobe	6.72756744	0.219752149	30.94860621
RS_GCF_015291645.1	aerobe	6.915343155	0.191404317	29.47913337
RS_GCF_015291665.1	aerobe	6.880958363	0.30991258	28.64733303
RS_GCF_015291705.1	aerobe	6.810625742	0.581001011	30.63911684
RS_GCF_015291725.1	aerobe	6.952795536	0.422997455	32.23551269
RS_GCF_015291745.1	aerobe	6.910346218	0.515026061	29.54645662
RS_GCF_015354245.1	aerobe	6.875749472	0.580806983	28.51813614
RS_GCF_015624425.1	facultative	7.434268883	0	26.33981392
RS_GCF_015624485.1	aerobe	6.636242558	0.559904499	30.78933053
RS_GCF_015624505.1	aerobe	6.878378783	0	30.02548383
RS_GCF_015644665.1	aerobe	8.039732838	3.188235223	24.93844608
RS_GCF_015645465.1	aerobe	6.496188833	0.463162145	25.81042045
RS_GCF_015689335.1	aerobe	6.71778139	0	21.43698093
RS_GCF_015831345.1	aerobe	6.770377479	0	29.46325566
RS_GCF_015999335.1	aerobe	7.911605575	0.434409471	33.13972974
RS_GCF_016019955.1	aerobe	7.94452719	3.35428588	27.59725053
RS_GCF_016031625.1	aerobe	7.054279876	0.330059925	31.50788704
RS_GCF_016031635.1	aerobe	6.959202286	0.374627784	32.13502568
RS_GCF_016031655.1	aerobe	6.963798795	0.381033046	33.35710406
RS_GCF_016093275.1	aerobe	7.37492138	1.085673905	32.61939404
RS_GCF_016106035.1	aerobe	6.945322565	3.119629174	26.62372687
RS_GCF_016307205.1	aerobe	7.743346941	4.310288288	25.54971072
RS_GCF_016428585.1	aerobe	7.769223836	4.01953727	30.45504677
RS_GCF_016428915.1	aerobe	6.399209711	0.295464185	26.11236297
RS_GCF_016429285.1	aerobe	6.394429991	0.581337742	26.57023198
RS_GCF_016466415.2	aerobe	6.410473383	0.742057289	31.5302933
RS_GCF_016584055.1	anaerobe	8.422344054	7.74860105	44.88676731
RS_GCF_016595245.1	aerobe	7.00922375	1.051861644	28.87530145
RS_GCF_016599855.1	aerobe	6.732702867	0.247332849	31.05902074
RS_GCF_016612535.1	aerobe	6.711474659	0.416385286	31.30949342
RS_GCF_016616235.1	aerobe	6.861008699	0.565682192	32.07870133
RS_GCF_016616425.1	aerobe	6.683713401	0.541809223	31.39627955
RS_GCF_016616885.1	aerobe	6.701169918	0.227497554	30.34462749
RS_GCF_016617615.1	aerobe	6.657538484	0.610428227	66.59306433
RS_GCF_016623495.1	aerobe	7.567508072	2.198956784	35.39844963
RS_GCF_016629565.1	anaerobe	6.055038953	1.573123573	58.58435106
RS_GCF_016641735.1	aerobe	6.557151975	0.254793727	34.99384751
RS_GCF_016654015.1	aerobe	6.346812465	0.577208818	35.8853981
RS_GCF_016722895.1	aerobe	6.987651816	1.776242985	37.02525577
RS_GCF_016765655.2	aerobe	7.349092111	2.632219938	32.63645227
RS_GCF_016765775.1	aerobe	8.119250213	2.228517935	24.42150494
RS_GCF_016801775.1	aerobe	7.847913292	3.748481846	24.8558041
RS_GCF_016806125.1	aerobe	7.742842406	3.521610381	27.54259913
RS_GCF_016806835.2	aerobe	7.326394306	2.714574127	33.49960735
RS_GCF_016807805.1	aerobe	6.71044982	0	33.6707272
RS_GCF_016809835.1	aerobe	7.05003055	0	25.96352284
RS_GCF_016820245.1	aerobe	8.397014857	3.464128481	31.29890979
RS_GCF_016864195.1	aerobe	6.898520422	0.66219126	28.15488283
RS_GCF_016888515.1	aerobe	7.686587709	3.744533645	29.62610103
RS_GCF_016894385.1	facultative	6.615903542	0	33.43204103
RS_GCF_016918935.1	aerobe	7.790057036	3.669141447	33.69691167
RS_GCF_017183135.1	aerobe	7.288760621	2.974530355	28.42056968
RS_GCF_017301335.1	anaerobe	7.93502282	4.926082334	33.29516338
RS_GCF_017309185.1	aerobe	7.555664168	3.288058524	26.99054444
RS_GCF_017309585.1	aerobe	6.800132429	2.643249825	28.6295844
RS_GCF_017311415.1	aerobe	7.703320557	3.117537895	31.1518459
RS_GCF_017315735.1	aerobe	7.603096757	2.560458838	30.60793218
RS_GCF_017357825.1	aerobe	6.75986901	1.526763586	20.78992605
RS_GCF_017497985.1	aerobe	8.30730364	0	49.20070181
RS_GCF_017498525.1	aerobe	7.093648092	0.54995115	29.53529978
RS_GCF_017743885.1	aerobe	8.056551189	4.400340607	25.81415194
RS_GCF_017744015.1	aerobe	7.402559667	3.886550114	27.80938324
RS_GCF_017776525.1	anaerobe	7.731975482	6.518105241	35.83562575
RS_GCF_017795745.1	aerobe	7.278507021	0	28.62457184
RS_GCF_017798205.1	aerobe	7.769316315	3.235709224	25.33907983
RS_GCF_017811175.1	aerobe	7.439089358	1.490986185	32.31120208
RS_GCF_017813235.1	aerobe	7.579372457	3.285763471	26.49861113
RS_GCF_017814975.1	facultative	6.790803875	0.061536696	32.35550027
RS_GCF_017872555.1	aerobe	7.79311814	3.664535967	29.22502771
RS_GCF_017922435.1	aerobe	7.232442358	3.970767407	27.83273199
RS_GCF_017948265.1	aerobe	7.106330845	0	20.16350819
RS_GCF_018069755.1	facultative	7.496789558	0.840760342	32.02676159
RS_GCF_018069865.1	facultative	7.880882252	0	27.59262899
RS_GCF_018069875.1	facultative	7.679406198	0.49361604	31.725908
RS_GCF_018069895.1	aerobe	7.974784083	3.544057161	31.57655877
RS_GCF_018122735.1	aerobe	6.937552763	1.071551056	29.19721748
RS_GCF_018129005.1	aerobe	7.688767638	0.298794758	33.6294471
RS_GCF_018129385.1	aerobe	6.901654113	0.337643076	31.23449255
RS_GCF_018129405.1	aerobe	6.933059346	0.401844586	31.09826596
RS_GCF_018129685.1	aerobe	6.688993051	0.077878458	29.18418229
RS_GCF_018129965.1	aerobe	6.712319045	0.205453637	29.11840892
RS_GCF_018129985.1	aerobe	6.750766114	0.406907575	29.3703311
RS_GCF_018129995.1	aerobe	6.860578427	0.278509959	29.22421146
RS_GCF_018130065.1	aerobe	7.19176798	0.093206481	29.84345124
RS_GCF_018130145.1	aerobe	7.056326346	0.236101451	30.12079081
RS_GCF_018130165.1	aerobe	7.200359917	0.054496858	29.45180063
RS_GCF_018130215.1	aerobe	6.699090622	0.045041768	31.12867282
RS_GCF_018130245.1	aerobe	6.75234477	0.144466528	32.568574
RS_GCF_018130385.1	aerobe	6.839920141	0.689829121	31.2312101
RS_GCF_018130465.1	aerobe	6.876126493	0.265185684	28.97250513
RS_GCF_018130505.1	aerobe	6.815082217	0.682761034	28.32175141
RS_GCF_018130545.1	aerobe	6.702759581	0.151436704	29.22853576
